qstr_Breaking_camp...|야영지를 파괴합니다...
qstr_I_m_not_an_ordinary_|나도 평범한 {reg59?여자:남자}는 아니오. 스벤과 내 어머니를 만나게 해주시오. 안 그러면 당신에게 최악의 적이 될 거요. 스벤은 우리 배를 습격해 어머니를 납치했소. 물건 때문에 사람을 착각한 거지. 어머니는 어디 있소? (다혈질)
qstr_I_think_that_we_have|우리가 첫 단추를 잘못 끼운 것 같구려. 스벤이 어디 있는지 말해주면 더는 귀찮게 하지 않겠소. 난 그저 어머니를 찾고 싶을 뿐이오. 스벤은 우리 배를 습격해 어머니를 납치했소. 어머니가 가졌던 물건 때문에 착각한 거요. (낙관적)
qstr_Your_mother_is_the_w|네 어머니가 신의 계시를 받은 여인이었나? 그래, 스벤이 내 요청대로 그녀를 데려왔지. 그녀는 가로채야 할 해외 서신을 가지고 있었어. 내가 그녀와 직접 얘기해봤지... 보도라는 자를 언급했지. 그래, 그 남자가 '워든 릭'호에서 그 편지를 줬다고 하더군. 그 이름을 아나?
qstr_You_destroy_my_plans|독싱가에서 내 계획을 망쳐놓고 이제 와서 협박질인가? 넌 정말 멍청하거나 네 어미처럼 미친 게 분명해. 내 답변을 들을 기회가 남았다는 걸 천만다행으로 알아라. 그래, 스벤이 내 요청으로 신내림을 받았다는 그 여자를 데려왔다. 가로채야 할 서신을 가졌더군. 그녀는 '워든 릭'호에서 보도라는 자가 그 편지를 줬다고 했지. 그 이름을 아나?
qstr_Your_mother_is_the_wo|네 어머니가 신의 계시를 받은 여인이었나? 그래, 스벤이 내 요청대로 그녀를 데려왔지. 그녀는 가로채야 할 해외 서신을 가지고 있었어. 내가 그녀와 직접 얘기해봤지... 그래, 보도 비마라니즈라는 남자가 '워든 릭'호에서 그 편지를 줬다고 하더군. 그 이름을 아나?
qstr___He_looks_at_you._H|--그는 당신을 봅니다. 단단한 안면 근육과 얼굴의 주름 하나하나가 극도의 진지함을 뿜어내고 있습니다.--
qstr_{s9}_accepted_your_d|{s9}이 당신의 제안을 수락했습니다. 당신이 보도를 넘겨주는 대가로, 그는 {s3} 인근 농장에서 스벤과 당신의 어머니를 돌려주기로 약속했습니다.
qstr_{s9}_has_proposed_a_|{s9}이 거래를 제안했습니다. {s3} 인근 농장에서 보도를 넘겨주고 스벤과 당신의 어머니를 맞교환하자는 것입니다.
qstr_Note_Bodo:_you_chose|보도에 대한 기록: 당신은 어머니를 돌려받는 대가로 보도를 {s11}에게 넘겨주기로 선택했습니다.
qstr_Note_Bodo:_you_chose_|보도에 대한 기록: 당신은 보도와의 의리를 지켜 농장에서의 교환 현장에서 그를 {s11}에게 넘기지 않기로 선택했습니다.
qstr_Sven_is_my_goal_too.|스벤은 나의 목표이기도 하오. 그 사냥에 동참하고 싶소. (냉정함)
qstr_Sven_is_mine!_I_want|스벤은 내 손에 죽어야 하오! 그자가 죽는 걸 보고 싶소! 사냥에 끼워주시오! (우울증)
qstr_No_you_listen_to_me!|아니, 내 말 좀 들어보시오! 스벤이 저지른 짓에 대해 대가를 치르게 하고 싶소. 병사를 내주시오! (다혈질)
qstr_Yes!_Those_are_just_|좋소! 바로 내가 듣고 싶던 말이군. 바다에서 그놈을 쳐버립시다! (낙관적)
qstr_Your_goal?_Who_are_y|네 목표라고? 네놈이 대체 누구냐? 배나 병사는 있고?
qstr_Yours?_Sven_is_a_mur|네놈 손에? 스벤은 살인마지만 바보는 아니다. 그는 정예 바이킹들과 함께 우리를 기다리고 있을 거야. 공격하고 싶으면 마음대로 해라. 물론 병사와 배가 넉넉하다는 전제하에 말이지.
qstr_Beware!_You_may_be_i|조심해라! 내 집에 있다고는 하나 내 환대에도 한계가 있다. 말조심해! ^^ 자, 그런 원정을 떠날 병사와 배는 얼마나 준비했나?
qstr_Your_enthusiasm_glad|그 열정은 가상하군. 내 부하들도 너 같으면 좋으련만, 놈들은 스벤을 너무 두려워해. 이번 사냥에 병사와 배를 얼마나 보탤 수 있나?
qstr___He_looks_into_your|--그가 깜짝 놀란 눈으로 당신을 바라봅니다.--
qstr_This_hunt_is_my_life|이 사냥은 이제 제 삶의 전부입니다. 전 아주 끈질긴 사람입니다. (냉정함)
qstr_Sir_I_have_lost_ever|경, 전 모든 것을 잃었소... 이제 복수만이 제가 살아가는 유일한 이유입니다... (우울증)
qstr_I_shall_not_leave_un|나에게 기회를 줄 때까지 떠나지 않을 것이오, 당신이 그럴 생각이 들 때까지 나는 이 문 앞에 앉아 있겠소. (다혈질)
qstr_You_just_cannot_see_|지금은 모르시겠지만, 내가 필요하게 될 것이오. 나는 스벤이 두렵지 않소! (낙관적)
qstr_Alright!_Alright!_I_|좋아! 알겠다... 내게 생각이 있으니 잘 들어보게.
qstr_Oh_by_Thor!_This_isn|오, 토르시여! 굳이 이럴 필요까진 없지 않나? 알겠다, 기회를 한 번 주마.
qstr_Yes_yes_you_are_very|그래, 그래, 자네가 아주 진지하다는 건 알겠네. 좋아, 생각이 있으니 들어보게.
qstr_Someone_who_is_not_a|스벤을 두려워하지 않는 자는 바보뿐이겠지만, 자네 가치를 증명할 기회 정도는 줘야겠군.
qstr_You_have_offered_you|당신은 스벤 사냥에 합류하는 대가로 {s11}에게 충성을 맹세했습니다. {s11}은 당신의 가치를 증명해 보이라고 요구했습니다.
qstr___He_makes_the_sign_|--그는 불운을 막기 위해 오딘의 성호를 긋습니다.--
qstr_{s11}_wants_the_prob|{s11}은 인근 수도원의 토지 소유권 문제가 해결되기를 원합니다. {s3} 인근에 있는 빌리브로드 수도원의 원장과 상담하십시오.
qstr_Note:_The_jarl_has_a|기록: 야를은 자신의 이익을 최우선으로 문제를 해결하라고 했습니다. 즉, 수도사들의 심기를 거스르지 말라는 뜻입니다.
qstr_{s9}_sent_you_to_rec|{s9}은(는) 당신이 15명의 병력을 프리지아의 도시나 마을에서 징병해오기를 원하고 있습니다. 병력을 다 모으는 대로 그에게 돌아가 보고하십시오.
qstr_{s11}_wants_Thiaderd|{s11}은(는) 티아데르트의 죽음을 원합니다. {s3}의 선술집에서 레긴하르트와 대화하십시오. 그는 티아데르트가 숨어 있는 곳을 알고 있습니다.
qstr___His_eyes_show_joy_|--그의 눈에 기쁨이 서리고, 확신에 찬 태도로 당신의 등을 두드립니다.--
qstr_{s11}_told_me_that_S|{s11}이(가) 말하길 '황소목' 스벤은 '눈 속의 뱀' 시구르드 라그나르손의 가신이라고 합니다. 덴마크로 갈 일이 있다면 {s9}와(과) 이야기해야 할 것입니다.
qstr_Your_king_has_not_wr|당신의 왕은 내게 잘못한 게 없지만, 당신은 나를 방해하고 있소. 당신이 스벤 사냥을 도울 생각이 없는 것으로 알겠소. (냉정함)
qstr_Every_time_I_finish_|내가 임무를 완료할 때마다, 당신은 새로운 임무를 만들어내고 있소! 그러는 동안에도 스벤은 살아있는데 말이오! (우울증)
qstr_Jarl?_You_promise_mu|야를? 당신은 많은 약속을 했지만, 당신네 왕에게 이 정보를 가져다줘도 똑같은 보상을 해줄 것 같소만. (다혈질)
qstr__Jarl?__I_like_that_|'야를'이라고? 듣기 좋구려. 하지만 이런 온갖 궂은일을 다 해야 한다면, '왕' 정도는 돼야 보상이 맞지 않겠소! (낙관적)
qstr_I_can_only_help_you_|내가 널 돕길 원한다면 너도 날 도와야 한다. 간단한 이치지. 하지만 내가 왕이 되지 못한다면 스벤을 잡을 군대도 자원도 없을 거다. 선택은 네놈이 알아서 하도록.
qstr_The_difference_is_th|이제 네가 내 신뢰를 얻었다는 게 이전과 다른 점이지. 딱 하나만 더 요구하마. 왕을 죽여라, 그러면 스벤은 네 놈 차지가 될 것이다.
qstr_The_king_will_not_be|왕은 널 믿지 않을 거다. 넌 그에게 이방인일 뿐이니까. 네가 만약 입을 놀린다면 난 널 거짓말쟁이로 몰 것이고, 그러면 그가 네놈을 죽여줄 것이야.
qstr_I_admire_your_ambiti|네 야심은 가상하다만 이곳의 왕은 오직 한 명뿐이다. 그리고 프리지아의 덴마크인들은 나처럼 잘 알려지고 신뢰받는 자만을 따를 것이다.
qstr_{s11}_wants_me_to_ki|{s11}은 당신이 자신의 삼촌이자 왕인 {s9}을(를) 암살하길 원합니다. 그가 {s3}의 왕좌에 오르면 스벤 사냥을 위한 병력과 자원을 지원하겠다고 했습니다.
qstr_{s11}_wants_me_to_kil|{s11}은 자신의 삼촌이자 왕인 {s9}을(를) 죽여 왕좌를 차지하려 합니다. 그기 {s3}의 왕좌에 오르는 대가로 당신에게 스벤 사냥을 위한 지원을 약속했습니다.
qstr_Note_3:_You_have_cho|세 번째 기록: 당신은 {s9}의 배신과 스벤의 후원자인 {s11}과의 결탁을 알고 그와 적대하기로 했습니다. 그가 당신에게 암살자를 보낼 것임을 당신은 알고 있습니다.
qstr_I_did_not_know_your_|난 당신의 계획을 몰랐소. 독싱가에서 도움을 요청하기에 갔을 뿐이오. (냉정함)
qstr_Calm_down_and_tell_me|진정하고 뭐가 문제인지 말해봅시다. 우린 문명인답게 대화할 수 있잖소. (우울증)
qstr_There_is_only_one_tr|반역자는 오직 한 명, 바로 당신이오. 이 비열한 놈! 그 대가를 톡톡히 치르게 해주지. (다혈질)
qstr_These_Vikings_were_f|그 바이킹들은 머릿수도 적고 약했소. 그들이 당신의 왕권 찬탈을 도울 거라 믿었다면 당신은 바보요. (낙관적)
qstr_Note_3:_You_chose_no|세 번째 기록: 당신은 {s9}의 배신과 스벤의 후원자인 {s11}과의 결탁을 알게 되었습니다. 하지만 그와 공개적으로 적대하지는 않기로 했습니다.
qstr_Note_3:_You_chose_to_b|세 번째 기록: 당신은 {s9}이 왕을 배신하고 스벤의 주인인 {s11}과 결탁하고 있음을 알고 그와 적대하기로 했습니다. 당신은 이제 당신의 목숨을 노리는 암살자들이 올 것임을 알고 있습니다.
qstr_Note_3:_You_chose_not|세 번째 기록: 당신은 {s9}이 왕을 배신하고 스벤의 주인인 {s11}과 결탁하고 있음을 알게 되었으나, 그와 공식적인 적이 되지는 않기로 선택했습니다.
qstr_Leave_Friese:_Your_r|프리지아를 떠나십시오. 야를과의 관계가 최악으로 끝났고 이제 당신은 그의 적입니다. 그는 당신에게 암살자를 보낼 것이며, 당신이 그의 앞길을 가로막는다면 자비란 없을 것입니다.
qstr_Leave_Friese._Your_r|프리지아를 떠나십시오. 야를과의 관계가 틀어졌습니다. 그는 당신이 자신의 왕권 찬탈 계획을 망쳤다고 비난합니다. 한동안 그의 눈에 띄지 않는 게 상책일 것입니다. 우정을 회복할 날이 올 때까지는 말이죠.
qstr_You_were_wrong._Thes|네놈이 틀렸다. 그자들은 마을을 요새화하고 덴마크 본대의 증원을 기다릴 정예였다. 이제 계획은 물거품이 되었고, 내 꿈도 끝났어. 네놈 때문에 '눈 속의 뱀' 시구르드 라그나르손은 나를 배신자로 여기고 내 목을 치려 들 거다. 당장 꺼져! 다시 마주치면 내 손에 죽을 줄 알아라. ^^ 네놈은 프리지아를 떠나는 것이 좋을거야.
qstr_There_s_nothing_to_t|더 이상 이야기 할 것도 없다! 그자들은 마을을 요새화하고 덴마크 본대의 증원을 기다릴 정예였다. 이제 계획은 물거품이 되었고, 내 꿈도 끝났어. 네놈 때문에 '눈 속의 뱀' 시구르드 라그나르손은 나를 배신자로 여기고 내 목을 치려 들 거다. 내 앞에서 꺼져! 다시는 여기서 환영받지 못할 것이다. ^^ 충고하지, 프리지아를 떠나라.
qstr_Leave_Friese._Your_re|프리지아를 떠나십시오. 야를과의 관계가 틀어졌습니다. 그는 당신이 자신의 왕권 찬탈 계획을 망쳤다고 비난합니다. 한동안 그의 눈에 띄지 않는 게 상책일 것입니다. 우정을 회복할 날이 올 때까지는 말이죠.
qstr_You_are_bold_rat_to_|뻔뻔하군, 망할 쥐새끼 같으니라고! 네놈이 무슨 짓을 했는 지 알고 나와 이야기하러 온 것이냐? 그간의 공로를 봐서 며칠의 유예는 주마. 그 후엔 네 목에 현상금을 걸고 암살자를 보내겠다. 네놈은 네 베게 아래에 항상 칼을 넣어 두고, 한쪽 눈을 뜬 채 잠들어야만 할 것이다.^프리지아를 떠나지 않고 내 눈에 띄면 내 맨손으로 직접 죽여주마.
qstr_Leave_Friese._Your_rel|프리지아를 떠나십시오. 야를과의 관계가 파탄 났고 당신은 이제 그의 표적이 되었습니다. 그는 당신의 목숨을 노리는 암살자를 보낼 것이며 마주치는 순간 당신을 죽이려 할 것입니다.
qstr_No_you_are_a_fool._T|아니, 멍청한 놈. 그들은 마을을 요새화하고 덴마크에서 올 본대를 기다릴 자들이었어. 네놈이 내 야망을 짓밟았다. 네놈 때문에 '눈 속의 뱀' 시구르드 라그나르손은 내가 배신자라고 생각하고 나를 죽이려 들겠지. 그간의 정을 봐서 도망갈 시간은 주마. 하지만 곧 현상금 사냥꾼들이 널 쫓을 거다. 네놈은 네 베게 아래에 항상 칼을 넣어 두고, 한쪽 눈을 뜬 채 잠들어야만 할 것이다.^ 떠나지 않고 내 눈에 띄면 내 손에 죽을 줄 알아라.
qstr_Investigate_events_i|{s3}에서 일어난 일을 조사하십시오.
qstr_Help_defend_{s3}.|{s3}의 방어를 도우십시오.
qstr_The_king_does_not_be|왕은 당신을 믿지 않습니다. 반역의 증거가 필요합니다. {s3}의 손크릭이 도움이 될지도 모릅니다.
qstr_It_seems_you_will_not|왕의 지원을 기대할 수 없을 것 같습니다. 직접 '눈 속의 뱀' {s11}과 대면하기로 결정했습니다.
qstr_{s10}_won_t_support_y|{s10}은(는) 당신이 {s9}(와)과 관련되는 것에 대해 아무런 도움도 주지 않을 것입니다.
qstr_I_did_not_want_to_ki|아틀리를 죽이고 싶진 않았지만, 선택의 여지가 없었소. (냉정함)
qstr_I_am_aware_of_the_se|이 위험이 얼마나 심각한지는 잘 알고 있소. 굳이 상기시키지 않아도 되오. (우울증)
qstr_I_did_this_for_you._|당신을 위해 한 일이오. 내가 아니었으면 시구르드가 편지를 가로채 왕위를 빼앗았을 거요. (다혈질)
qstr_Come_on_sire_I_left_|이보오, 왕이시여. 목격자는 아무도 남기지 않았소. 총회에서도 나를 탓하지 못할 거요. (낙관적)
qstr_I_see._Well_it_is_yo|그렇군. 뭐, 네 목숨이 달린 문제니까.
qstr_Well_if_Ulf_doesn_t_|글쎄, 울프가 불리한 증언을 하지 않고 야를들이 지지해준다면 승산이 있을지도 모르지.
qstr_Mark_my_words_{reg59|내 말 명심해라. 시구르드가 왕좌를 차지하면 네 목숨은 파리 목숨이나 다름없어. 네 이익만 챙기면서 나를 위해 일한다는 식의 말은 집어치워라.
qstr_Remember_that_I_am_t|나에게 말할 때는 내가 왕이라는 사실을 잊지 마라.
qstr_It_seems_that_everyt|당신의 재판에 대한 모든것들이 준비가 된 것 같아 보입니다. 총회에서 당신의 출석을 요구하는 즉시 {s10}이(가) 전령을 보내 알릴 것입니다.
qstr_{s9}_wants_you_back_|{s9}은(는) 당신이 {s11}에게 돌아오기를 원하고 있습니다.
qstr_{s9}_wants_you_to_me|{s9}은 당신이 {s3}에서 웨식스의 {s11}을 만나 휴전을 제안하는 서신을 전달하길 원합니다.
