str_yes|네.
str_npc11_personalitymatch_speech|Oh {reg59?my pretty:handsome}, I could not praise you more for having women of such quality as {s11} within our shield-wall. I do not care that she is a Frisian, supposedly somebody weak sumitted to the Danish.
str_npc12_personalitymatch_speech|주군, 이건 정말 피 비린내 나는 사업이 따로 없군요, 물론 필요한 일이라고 생각합니다. 우리의 믿음직한 동료 {s11}은(는) 서고트인이 아닌데도 이 끝나지 않는 싸움에 대한 나의 모순되는 감정을 이해해주는것 같군요.
str_npc13_personalitymatch_speech|It is a pleasure going into battle with a fine Frisian noble like {s11} by my side.
str_npc14_personalitymatch_speech|You have earned your name today, oh valorous one! And {s11}, too! I like that one. He knows the great poems and plays of the ancient Greeks, which appeals to an artistic soul like my own.
str_npc15_personalitymatch_speech|Strategos. I was just having a word with {s11} after our last battle, and it strikes me that the man has got a good head on his shoulders.
str_npc16_personalitymatch_speech|I must tell you that even though {s11} behaves in a rough, unmannered way, I can see in his heart that he has, maybe unknown to himself, a good Christian soul.
str_npc1_personalitymatch_speech_b|{s11} is awesome, always joking, proud and brave, and knows how to seduce girls. I'll warrant. I'm glad to have him with us.
str_npc2_personalitymatch_speech_b|Based on how he did in that last fight, I'd say that I'd trust my back to him any day, for he also knows how to share tales and legends by the campfire after a fine battle. I already promised to take him to a Nordic mead hall someday.
str_npc3_personalitymatch_speech_b|그리고 그가 재치는 물론 좋은 태도까지 갖춘 정말 즐거운 동료 라는걸 알게 된것도 고백하고 싶어요. 아마도, 음... 아, 괜한 말을 꺼낸것 같네요.^즐거운 하루 되세요, {reg59?부인:나리}.
str_npc4_personalitymatch_speech_b|You chose well to enlist him in our shield-wall. He knows a thing or two about a fight.
str_npc5_personalitymatch_speech_b|It is clear from his battle prowess that he is a true descendant of a brave warrior, and he already honors, in the battlefield, the greatness of his lineage.
str_npc6_personalitymatch_speech_b|I must say that {s11} is a source of great comfort to me. I have told him of my sin, and he said to me that Christ will forgive my transgression, if I truly repent and truly desire such forgiveness. He is wise, and I am glad that he is with us.
str_npc7_personalitymatch_speech_b|He preaches to me just like to anyone else, and told me that even if my body is covered by war tattoos, God can still see the good intentions within my heart. I am not sure I completely liked what he said -- for I am a warrior, not a simple housemaid --, but, still, I feel I can trust that priest and his teachings.
str_npc8_personalitymatch_speech_b|We are both veterans, and, as such, can both easily perceive the many tactical flaws the warriors of this land commit during battle. Our shield-wall is much stronger with him in it.
str_npc9_personalitymatch_speech_b|그녀가 노예만 아니었다면 기꺼이 그녀에게 도움을 요청하고 싶더군.^그녀가 자유롭지 못한 신분이란게 슬프구려, 딱한 여자 같으니라고... 하지만 행군을 할 때 그녀와 대화를 하며 시간을 보내는건 너무 즐거운 일이오.
str_npc10_personalitymatch_speech_b|Actually, I see that she is extremely devoted to you. Please, Dryhten, don't get so blushed. A devoted woman like that can be more valuable than a hundred warriors.
str_npc11_personalitymatch_speech_b|She is clearly a survivor that has profound respect and obedience to you. This, of course, makes me extremely happy. If only all of our people were like her, someone who has overcome a troubled past in the house of the jarl of Kennemer. Those experiences, the difficult ones, are those that bring out the best in people, don't you think?
str_npc12_personalitymatch_speech_b|그의 동료들의 생명을 거두는일이 그를 깊은 슬픔에 빠지게 합니다. 그와 저는 함께 이런 옹졸한 전쟁을 벌이는 잉글랜드 왕국들의 통일에 대한 밝은 미래를 이야기 했습니다. 이번엔 우리가 이 문제를 끝맺을 것이라고 말입니다.
str_npc13_personalitymatch_speech_b|He has warrior heart, even though it fits a lot to learn the art of ware, and though he may not be as fast on his feet as some others, he knows the wisdom of holding together in a disciplined battle-line. You showed good sense in bringing him into this shield-wall.
str_npc14_personalitymatch_speech_b|The tales from his lands that he likes to recite by the campfire also teach a lot about battles and warfare in general. I especially enjoy the heroic deeds that happened during the War of Troy. Soon, our shield-wall will be a legend as glorious and famous as the heroes of Agamemnon's time.
str_npc15_personalitymatch_speech_b|Even though he seems to be nothing more than a proud leader of men, he understands that war, like any other affair, requires careful planning and preparation and a firm grasp of strategic principals. A fine proof of that is how interested he got in the military aspects of the siege of Troy, as I was telling him that tale the other day.
str_npc16_personalitymatch_speech_b|{s11} is an intelligent man with great wisdom, I like to listen to him at the campfire, and he listens to me when I speak of Christ. The truth is that we have very interesting discussions. You should join us some day.
str_npc1_retirement_speech|I'm a bit tired of marching up and down the land, shedding my blood for someone else's cause. The loot is good, but I think I've got enough of that, now. I'm going to head back to my father's cave, near Hadrian's Wall. Sorry, but this life of adventure and danger is over for me.
str_npc2_retirement_speech|I'm getting a bit tired of the warrior's life. I'm going to invest my share of our loot in mead and women. I would like to thank you again for taking me on, and wish you the best of luck.
str_npc3_retirement_speech|I am afraid I have something to tell you. I have decided that the warrior's life, even if better than a slave's one, is not for me. One final time I thank you for freeing me, but it is time for me to find myself a more peaceful way of life. I may have enough money to return to my father, Thonkrik, and start a new life as a merchant. I hope you will not be angry, {reg59?madame:sir}.
str_npc4_retirement_speech|I have fought with you honorably, but I am not altogether satisfied with your leadership. Farewell.
str_npc5_retirement_speech|{reg59?Madame:Sir} -- since I have joined your shield-wall, I have fought for you fiercely, and loyally. But you have not always rewarded my service with the kind of leadership that I deserve. So I am going home, in the hope that my exile sentence may somehow be lifted.
str_npc6_retirement_speech|I joined this shield-wall in the hope that you would lead me out of darkness, and indeed I have found a measure of peace here. But I have some qualms about your leadership because, mostly, I have begun to suspect that the path to redemption can be found elsewhere.
str_npc7_retirement_speech|I am tired of this squalid life of endless warfare, seeing weak men debased by fear, greed, lust, and a hundred other cowardices. I have money in my purse. I am going north, back to Alban, to assemble my own raiding party of scots and pictish. I shall give rest to neither Briton nor Saxon, but you shall still have my peace.
str_npc8_retirement_speech|I have fought in your shield-wall, and done well by it. But your leadership is not always to my liking, and anyways I have another task. I will take what plunder I have won and raise a shield-wall of my own. Then I will sail to Friese, where I shall recover my land. I wish you well.
str_npc9_retirement_speech|We have fought well together, and earned ourselves much glory. But I have some reservations about your leadership, and at any rate have to kill that witch-snake spouse of my father. I will be leaving you. Perhaps we will meet again.
str_npc10_retirement_speech|I've had enough of tromping up and down the length and breadth of the Islands. I've got enough to buy a small bit of land somewhere far from those hateful welsh, so I think I'll give that a try. So long, and best of luck to you.
str_npc11_retirement_speech|You have been very kind to me this whole time. But I... I am unable to endure the pain of {reg59?envy:love}. I beg your pardon, but I can no longer have you in my sight, since I know I forever can be nothing more than a lesser light before you. {reg59?:Moreover, as I am a skaldmo, I have to preserve my virginity. }So I'll be off, although I don't know where to. Farewell, {reg59?my pretty:handsome}.
str_npc12_retirement_speech|I've done all right in your shield-wall. I've filled my belly, put some silver in my purse, and broadened my knowledge of wounds and injury -- I can't complain about that! But I think right now that service in this shield-wall is holding me back. I have a duty to share my findings with other leeches, and for that I need to hire scribes that have an excellent understanding of Latin, who are rare in Englaland. I shall be going Rome.
str_npc13_retirement_speech|I would like to inform you that I wish to sever our relationship. I intend to seek alternative employment. maybe join my fate to the Rus.
str_npc14_retirement_speech|As the luster of your name grows ever brighter, I fear that my own reputation will seem pale in comparison, as the moon is outshone by the sun. I have decided to strike out on my own. The very best of luck to you!
str_npc15_retirement_speech|I appreciate that you took me on, but I'm not altogether happy about how things have worked out. I'm going to head off elsewhere -- maybe go home to Konstantinoupolis, maybe find another job, I haven't quite decided yet.
str_npc16_retirement_speech|You and your men are a lost cause to the faith. I see that your souls are already taken by the Devil, since many of you uphold the ways of the old false pagan gods. Even my word was unable to change you and your evil manners - so, I can only hope that God will have mercy upon you despite your terrible sins. I leave now.
